epoch,loss
0,842454.9668530765
1,210293.75707943892
2,172494.04944973695
3,166290.83560544008
4,159849.78989526423
5,156602.7862251158
6,154596.5290610999
7,153176.34090311217
8,152007.84057067527
9,150840.4200976503
10,149393.2282636617
11,147364.26985546335
12,144820.50205958326
13,142451.97612389683
14,140686.13994394193
15,139469.38319363986
16,138647.73294856702
17,138079.2709461633
18,137660.57546287501
19,137327.21095015647
20,137043.06493894279
21,136789.30818993587
22,136556.61281295549
23,136340.63867657568
24,136139.56063747368
25,135952.69454420742
26,135779.75767499546
27,135620.4957687321
28,135474.49980291293
29,135341.1062587213
30,135219.39010012546
31,135108.24443569384
32,135006.47165396152
33,134912.90221882376
34,134826.4744931186
35,134746.17339754206
36,134670.795497452
37,134598.93587729736
38,134529.51214128928
39,134461.7230599921
40,134394.7152230868
41,134327.5101249307
42,134259.0072990406
43,134187.97831419087
44,134113.01035200816
45,134032.40612207088
46,133944.04587919216
47,133845.20146406724
48,133732.2934114549
49,133600.5800255765
50,133443.7650890115
51,133253.5290756209
52,133019.0252043774
53,132726.46333639356
54,132359.07055066564
55,131897.98444184515
56,131324.929209204
57,130627.58861198479
58,129807.70782823618
59,128889.62412182883
60,127923.6107200757
61,126977.5325403776
62,126116.79686797588
63,125383.48674103663
64,124791.19182385801
65,124332.42345848486
66,123989.06885947814
67,123739.63521606669
68,123562.6637821353
69,123439.14320687746
70,123353.6959648915
71,123294.700995681
72,123253.80859157754
73,123225.24979355343
74,123205.14596911345
75,123190.85938466752
76,123180.57018414086
77,123173.05110603789
78,123167.46652381483
79,123163.16762978394
80,123159.69350213886
81,123156.80621024972
82,123154.4121921641
83,123152.41549033733
84,123150.71298177153
85,123149.27800239951
86,123148.09083038408
87,123147.04139249444
88,123145.99683669611
89,123144.89136533834
90,123143.73295133378
91,123142.52301957004
92,123141.30015820473
93,123140.2098021003
94,123139.37930154524
95,123138.81101563941
96,123138.43422864533
97,123138.17682982789
98,123137.989174104
99,123137.84160544579
100,123137.71781570525
101,123137.60979813812
102,123137.51370599265
103,123137.42709079664
104,123137.34829965526
105,123137.27662253099
106,123137.2120125407
107,123137.15449219996
108,123137.10364982217
109,123137.05857032909
110,123137.01809031058
111,123136.98114740381
112,123136.94699266694
113,123136.91514282626
114,123136.88521611357
115,123136.85673406778
116,123136.82895757497
117,123136.80089042781
118,123136.77136497152
119,123136.73910121809
120,123136.70282469068
121,123136.66154547798
122,123136.61495515732
123,123136.56373912569
124,123136.5095896479
125,123136.45494561341
126,123136.40247845532
127,123136.35438891595
128,123136.3118612144
129,123136.27500760245
130,123136.24326135992
131,123136.21586880465
132,123136.19219475644
133,123136.17179329855
134,123136.15433527733
135,123136.13950520719
136,123136.12694634577
137,123136.11625839201
138,123136.10701594962
139,123136.09879669323
140,123136.09120906788
141,123136.08390819171
142,123136.0766023982
143,123136.06905547624
144,123136.06108622176
145,123136.05256560884
146,123136.04341191688
147,123136.03358921927
148,123136.02311085376
149,123136.0120426474
150,123136.00049781369
151,123135.988619515
152,123135.97655422932
153,123135.96442371601
154,123135.95229964757
155,123135.94018633224
156,123135.92802067436
157,123135.91568904367
158,123135.90305541096
159,123135.88999415655
160,123135.87641800192
161,123135.86229040101
162,123135.84761706584
163,123135.83242404046
164,123135.81673672242
165,123135.80056977116
166,123135.78393398535
167,123135.76685974223
168,123135.7494264351
169,123135.73178319189
170,123135.71415190875
171,123135.69680909367
172,123135.68004881452
173,123135.66414146456
174,123135.64930046671
175,123135.6356589777
176,123135.62325814537
177,123135.61205066851
178,123135.60191122151
179,123135.59264616114
180,123135.58401322905
181,123135.57574749444
182,123135.5675839378
183,123135.55927703957
184,123135.55061510908
185,123135.54142840764
186,123135.53159776372
187,123135.52106201046
188,123135.50982111282
189,123135.49793578364
190,123135.4855211715
191,123135.47273439201
192,123135.45975797213
193,123135.44678160164
194,123135.43398555898
195,123135.42152914069
196,123135.40954567642
197,123135.398143401
198,123135.38740962594
199,123135.37741494882
200,123135.36821493963
201,123135.35984850074
202,123135.35233400257
203,123135.34566546784
204,123135.33981103779
205,123135.33471487822
206,123135.3303023
207,123135.326486848
208,123135.32317773892
209,123135.32028626841
210,123135.31773038133
211,123135.31543720758
212,123135.31334383551
213,123135.31139683914
214,123135.30955112571
215,123135.30776858727
216,123135.30601690192
217,123135.30426865739
218,123135.3025008788
219,123135.30069492878
220,123135.29883671213
221,123135.29691704964
222,123135.29493206587
223,123135.29288344481
224,123135.29077844245
225,123135.28862959391
226,123135.28645407659
227,123135.28427272616
228,123135.28210873963
229,123135.27998614329
230,123135.27792816091
231,123135.27595564403
232,123135.2740857321
233,123135.27233088137
234,123135.27069834586
235,123135.26919012851
236,123135.26780335525
237,123135.2665309798
238,123135.2653627045
239,123135.26428598464
240,123135.26328702204
