epoch,loss
164,80097.6558165195
165,80091.74521457624
166,80086.02458260232
167,80080.39583516626
168,80074.82186663507
169,80069.29181349683
170,80063.8555681572
171,80058.53478249967
172,80053.2997218071
173,80048.17028773596
174,80043.17840443224
175,80038.33219838889
176,80033.63647138042
177,80029.08519866309
178,80024.64621540166
179,80020.26513831929
180,80015.88854454878
181,80011.51462933858
182,80007.1607346674
183,80002.90190369284
184,79998.80424770365
185,79994.79431852211
186,79990.74764308495
187,79986.62075095398
188,79982.39568561497
189,79977.93594482116
190,79973.20895600051
191,79968.41505353886
192,79963.78828167368
193,79959.32855393503
194,79954.92241881508
195,79950.4370465553
196,79945.67101577522
197,79940.60175253422
198,79935.57417609799
199,79930.70901886011
200,79925.91399469636
201,79921.10147014473
202,79916.14174845969
203,79911.04936805589
204,79906.06613724971
205,79901.05560726713
206,79895.70847702368
207,79889.74801217564
208,79883.32063129851
209,79876.68120274358
210,79869.92464831386
211,79862.39649722945
212,79853.29379446903
213,79842.66862512472
214,79832.20382524174
215,79820.61298319843
216,79806.28689550355
217,79790.90819500633
218,79775.18591877489
219,79759.0701217373
220,79742.06191335201
221,79724.66798380515
222,79707.94371448098
223,79693.45258559733
224,79680.98776242176
225,79670.06195080218
226,79660.31433471187
227,79651.48931599618
228,79643.44187196411
229,79636.10087481866
230,79629.37304655559
231,79623.12534963663
232,79617.16918846547
233,79610.9617256071
234,79603.14360847155
235,79593.91698491972
236,79586.0984797691
237,79580.01196199532
238,79574.91518289584
239,79570.32481550048
240,79565.99597454382
241,79561.8247053343
242,79557.79746253506
243,79553.91420237288
244,79550.15757221945
245,79546.5134360848
246,79542.97754459422
247,79539.54842601037
248,79536.22354323587
249,79532.99791482194
250,79529.8617546468
251,79526.80187238313
252,79523.80289902257
253,79520.848290699
254,79517.92392225616
255,79515.02715252139
256,79512.17257713265
257,79509.37719931912
258,79506.64008363821
259,79503.94482507359
260,79501.27237774989
261,79498.6061946657
262,79495.9278894544
263,79493.21128788209
264,79490.44347887808
265,79487.65100284897
266,79484.85858667438
267,79482.04097519156
268,79479.18246641089
269,79476.21087220877
270,79473.0170580038
271,79469.43470557407
272,79465.27005342743
273,79460.38610829164
274,79454.70556118191
275,79448.20835893866
276,79441.11087191786
277,79433.52826989033
278,79425.31750428726
279,79416.31834253621
280,79406.41127123764
281,79395.51474350941
282,79383.59053219233
283,79370.65745793606
284,79356.80649198599
285,79342.20946496051
286,79327.11294761824
287,79311.81486569946
288,79296.62850329142
289,79281.82836966925
290,79267.37320766701
291,79250.56948620832
292,79225.84960231958
293,79205.16923675967
294,79190.07294222103
295,79177.90876647191
296,79167.59784057704
297,79158.70698627141
298,79150.99557544035
299,79144.28563318132
300,79138.427638062
301,79133.2900153284
302,79128.75840670716
303,79124.73283983047
304,79121.1219809632
305,79117.83907809095
306,79114.80277849085
307,79111.94238990529
308,79109.20762054941
309,79106.57805863094
310,79104.0597808477
311,79101.66629410376
312,79099.40083418899
313,79097.25485315299
314,79095.2171442233
315,79093.27429191546
316,79091.40597600727
317,79089.58672059541
318,79087.7921467519
319,79086.00767333497
320,79084.22975457375
321,79082.45764134201
322,79080.6904976801
323,79078.93403936735
324,79077.1906808074
325,79075.45243816843
326,79073.71367134784
327,79071.97243976807
328,79070.22873703633
329,79068.49342985245
330,79066.78193866959
331,79065.09666944719
332,79063.4299230153
333,79061.77511308261
334,79060.1204178449
335,79058.45123944336
336,79056.76226240867
337,79055.06155808026
338,79053.36421057339
339,79051.68395869811
340,79050.03078062144
341,79048.41324977306
342,79046.8396889621
343,79045.31520564883
344,79043.83991829908
345,79042.41016980867
346,79041.02051614382
347,79039.6648356512
348,79038.33604791923
349,79037.02531420067
350,79035.72275452096
351,79034.42199232182
352,79033.12475413702
353,79031.83917487433
354,79030.5738258501
355,79029.33198502683
356,79028.11022301795
357,79026.89939190428
358,79025.68644810865
359,79024.45715097773
360,79023.20111452765
361,79021.91968414481
362,79020.62893355917
363,79019.34999473486
364,79018.09606464973
365,79016.86963881894
366,79015.66602017907
367,79014.47644027711
368,79013.28979095304
369,79012.09334067932
370,79010.87276861229
371,79009.61026197777
372,79008.28707998584
373,79006.90872508095
374,79005.51355593801
375,79004.11628719658
376,79002.67805516612
377,79001.13658244626
378,78999.46167198497
379,78997.67826517062
380,78995.8435395823
381,78993.99721771227
382,78992.10021516753
383,78990.10983200028
384,78988.05943816628
385,78985.98045727624
386,78983.84161525207
387,78981.60497372218
388,78979.26593476644
389,78976.79288555133
390,78974.0266201197
391,78970.90220473809
392,78967.63616740804
393,78964.15164460467
394,78960.44805902329
395,78956.85333684759
396,78953.44288237554
397,78950.14312533061
398,78946.8397968853
399,78943.19060423573
400,78938.04338948532
401,78930.52068528738
402,78923.24617128471
403,78917.06652991856
404,78911.40249153956
405,78905.91613184939
406,78900.35561292841
407,78894.15526369635
408,78887.2524272724
409,78880.79481987403
410,78874.89624509893
411,78869.33876072153
412,78864.0193286126
413,78858.90679754406
414,78853.9974616463
415,78849.29540386626
416,78844.8045774623
417,78840.52627672731
418,78836.45882716936
419,78832.59750151329
420,78828.93376337695
421,78825.45337219261
422,78822.13206232098
423,78818.92726287736
424,78815.76476504868
425,78812.52559143801
426,78809.0624939184
427,78805.30219794622
428,78801.39425058452
429,78797.65583214886
430,78794.2871396232
431,78791.19748634775
432,78787.90675432493
433,78783.56502844648
434,78778.5471573218
435,78774.52131928006
436,78771.6001671227
437,78769.26821411995
438,78767.2046559173
439,78765.26750492225
440,78763.40913060663
441,78761.62827348275
442,78759.9363315773
443,78758.33860570827
444,78756.83623366982
445,78755.43245080607
446,78754.12727426992
447,78752.9106229561
448,78751.76479130136
449,78750.66914676019
450,78749.60121345
451,78748.53693690387
452,78747.44682556386
453,78746.27982061626
454,78744.96296523712
455,78743.47673062448
456,78741.95637397339
457,78740.59927149024
458,78739.47682672816
459,78738.54331807236
460,78737.72988869158
461,78736.98595242192
462,78736.28107058737
463,78735.59736309545
464,78734.92262898116
465,78734.24590746242
466,78733.56247354545
467,78732.88157853615
468,78732.20676034695
469,78731.53484437107
470,78730.86455923907
471,78730.19778823324
472,78729.53857615858
473,78728.89131815397
474,78728.25888185462
475,78727.64177350658
476,78727.03856017764
477,78726.4468180324
478,78725.86378477713
479,78725.286097993
480,78724.70634932195
481,78724.09609436871
482,78723.35482677812
483,78722.38543720078
484,78721.4643895421
485,78720.7501440954
486,78720.15330250097
487,78719.60902545863
488,78719.0956567015
489,78718.60368598599
490,78718.12714474379
491,78717.66257144773
492,78717.20779003635
493,78716.76128177273
494,78716.32214556937
495,78715.89023181393
496,78715.4660764208
497,78715.05049520402
498,78714.64399880472
499,78714.24634228127
500,78713.85645046213
501,78713.47275426376
502,78713.09365909187
503,78712.71755219798
504,78712.34213632774
505,78711.96373125695
506,78711.57690374857
507,78711.17396087499
508,78710.74372688835
509,78710.26911237599
510,78709.72490171592
511,78709.08758592916
512,78708.37202730893
513,78707.64265331009
514,78706.95004620991
515,78706.29968975642
516,78705.6763060744
517,78705.06541020403
518,78704.46260072516
519,78703.87620968948
520,78703.3231420799
521,78702.81593442692
522,78702.35582828976
523,78701.9366049329
524,78701.54969130576
525,78701.18725304726
526,78700.8431238228
527,78700.512425763
528,78700.19105524386
529,78699.87545923903
530,78699.56245993482
531,78699.24893589686
532,78698.93139094171
533,78698.60549473051
534,78698.26573316044
535,78697.90560477726
536,78697.51846394048
537,78697.09695306882
538,78696.63136935764
539,78696.11098099487
540,78695.52776041337
541,78694.88060729147
542,78694.17862828943
543,78693.44122917883
544,78692.69316754013
545,78691.95547749587
546,78691.2368016868
547,78690.53210301086
548,78689.83494110317
549,78689.15662426797
550,78688.52458392673
551,78687.95578087034
552,78687.4445400051
553,78686.97422665368
554,78686.52936178117
555,78686.09899939249
556,78685.67571469433
557,78685.25399378495
558,78684.82964089028
559,78684.39986933782
560,78683.96314612564
561,78683.51933553188
562,78683.07197348974
563,78682.62534193066
564,78682.18031470962
565,78681.73711239728
566,78681.2959211144
567,78680.85721533145
568,78680.42194958006
569,78679.99195923946
570,78679.57222372218
571,78679.16669299747
572,78678.77679839333
573,78678.40275859916
574,78678.0437837044
575,78677.69835143258
576,78677.36434324813
577,78677.03946211781
578,78676.72319367639
579,78676.41480770728
580,78676.11192619035
581,78675.81151211307
582,78675.51234091005
583,78675.21357577427
584,78674.91174253459
585,78674.60395838978
586,78674.28811908286
587,78673.96154824042
588,78673.62574178164
589,78673.29124312098
590,78672.97135697628
591,78672.6710630029
592,78672.38720462595
593,78672.11413505481
594,78671.84693778177
595,78671.5825627156
596,78671.31843612393
597,78671.05123306304
598,78670.77738116514
599,78670.49439800608
