epoch,loss
342,73726.77076107675
343,73723.13892577594
344,73719.10634929432
345,73714.60913490265
346,73709.5817401633
347,73703.96245280263
348,73697.70153008668
349,73690.77182304478
350,73683.18086411172
351,73674.98216238442
352,73666.28231187735
353,73657.24009775066
354,73648.05505597191
355,73638.94576021384
356,73630.12078458638
357,73621.74466492744
358,73613.88976987175
359,73606.42447521066
360,73598.69499874019
361,73589.1064512135
362,73576.99720071282
363,73564.62475212575
364,73551.426954184
365,73538.17054184472
366,73526.34990402326
367,73518.1254642799
368,73512.96472489009
369,73509.40622809713
370,73506.68980323873
371,73504.46670153279
372,73502.56212273017
373,73500.8712129115
374,73499.23513279646
375,73496.3288969349
376,73488.91937309892
377,73484.2613539256
378,73481.90898017844
379,73480.15423848967
380,73478.46594394061
381,73476.9875925834
382,73475.70989653302
383,73474.51521427411
384,73473.33468911565
385,73472.13567000203
386,73470.90350577468
387,73469.6340469798
388,73468.32752900891
389,73466.97536379205
390,73465.53324907618
391,73463.88707541178
392,73461.89988939124
393,73459.67105814617
394,73457.54799379675
395,73455.67812130744
396,73453.98381531214
397,73452.35965056055
398,73450.7361547388
399,73449.06842527213
400,73447.31938707856
401,73445.45227821519
402,73443.43009306128
403,73441.22321574582
404,73438.8268589777
405,73436.26732074634
406,73433.57446253812
407,73430.75678356603
408,73427.80737383991
409,73424.71703520708
410,73421.47940723051
411,73418.09100162696
412,73414.5498441198
413,73410.85338659411
414,73406.99559209884
415,73402.96829752017
416,73398.7777344842
417,73394.44681741718
418,73389.99456120312
419,73385.44745081644
420,73380.85104194994
421,73376.2616675094
422,73371.73083232406
423,73367.29507841356
424,73362.97547255819
425,73358.78259051639
426,73354.7216683668
427,73350.79568221957
428,73347.00647749995
429,73343.35471846299
430,73339.83931498001
431,73336.45676588478
432,73333.20073085734
433,73330.06213805241
434,73327.03021830061
435,73324.09485376943
436,73321.25018267012
437,73318.49825001162
438,73315.85022540452
439,73313.32308705636
440,73310.93268981465
441,73308.68730722966
442,73306.58530262062
443,73304.61702902272
444,73302.76845854518
445,73301.02433651684
446,73299.37020440093
447,73297.79352323781
448,73296.28421592258
449,73294.83482552964
450,73293.44038544787
451,73292.09801378616
452,73290.80621989237
453,73289.56398672909
454,73288.36980655545
455,73287.22087918135
456,73286.11260275551
457,73285.03838227599
458,73283.98973000527
459,73282.95662782018
460,73281.9281000352
461,73280.8929700899
462,73279.84114020414
463,73278.76600470905
464,73277.66780780487
465,73276.55668037634
466,73275.45267270198
467,73274.37998475815
468,73273.35783269453
469,73272.39473572519
470,73271.48887097735
471,73270.63164202197
472,73269.81141514934
473,73269.01639864079
474,73268.23684149803
475,73267.46631265932
476,73266.70084082882
477,73265.93643073857
478,73265.16780219458
479,73264.38868836808
480,73263.59216682747
481,73262.7714344329
482,73261.92167196969
483,73261.04234880618
484,73260.1386913341
485,73259.22093028895
486,73258.30081062591
487,73257.38691095522
488,73256.48168728911
489,73255.58194256619
490,73254.68152201202
491,73253.77417556936
492,73252.85539809268
493,73251.9230300715
494,73250.97711966057
495,73250.0194635375
496,73249.05294235038
497,73248.08065038112
498,73247.10490102282
499,73246.12611918103
500,73245.14184623164
501,73244.14692037775
502,73243.13538707093
503,73242.10319641777
504,73241.0507013481
505,73239.9842450144
506,73238.91591584611
507,73237.86110268069
508,73236.83468529495
509,73235.84737317692
510,73234.90400506709
511,73234.00477282598
512,73233.14764437129
513,73232.3293166628
514,73231.54480042822
515,73230.78748421682
516,73230.05010017326
517,73229.32575377487
518,73228.60841468803
519,73227.8929494715
520,73227.17515985567
521,73226.45211994578
522,73225.72267236268
523,73224.98766363457
524,73224.24951387713
525,73223.51130761784
526,73222.7761854634
527,73222.04732997497
528,73221.32824260645
529,73220.6229236579
530,73219.93540309771
531,73219.26867891627
532,73218.62394168742
533,73218.0004697473
534,73217.39603424142
535,73216.80757960533
536,73216.2321034439
537,73215.66780297266
538,73215.11458236798
539,73214.5726579078
540,73214.04108475563
541,73213.51809391897
542,73213.00195355799
543,73212.49130563234
544,73211.98511883985
545,73211.48245959065
546,73210.98214360954
547,73210.4824291374
548,73209.9812153396
549,73209.47756574249
550,73208.97363501899
551,73208.47293717942
552,73207.97664290294
553,73207.48352973066
554,73206.99174527389
555,73206.49967384513
556,73206.00606923283
557,73205.51002127532
558,73205.01097177753
559,73204.5088236898
560,73204.00407604434
561,73203.49784243773
562,73202.99165665355
563,73202.48716131982
564,73201.98593458463
565,73201.48953380443
566,73200.99945614248
567,73200.51676162895
568,73200.04164388993
569,73199.57337646653
570,73199.1106042408
571,73198.65168704581
572,73198.19494408062
573,73197.73885161463
574,73197.28226067676
575,73196.82441180725
576,73196.36476564652
577,73195.90291581205
578,73195.438513466
579,73194.97123816336
580,73194.5008524219
581,73194.02728429026
582,73193.55068229372
583,73193.07143086955
584,73192.59014549645
585,73192.10767551084
586,73191.62511711499
587,73191.1437681297
588,73190.66492893583
589,73190.18958013131
590,73189.71810337597
591,73189.25032372159
592,73188.78618378787
593,73188.32633381907
594,73187.87142908064
595,73187.42183721771
596,73186.97865168776
597,73186.5427806659
598,73186.11290712372
599,73185.68562941278
